,id_hdv,univ_rec,univ_name,has_univ_complete,univ_career,univ_gradute,univ_bachelorette,univ_year,univ_title,univ_title_year
198,0-39-6,1,UNIVERSIDAD ESTATAL DE KUBAN Y SAN PETESBURGO ,SÍ,BACHILLER EN CIENCIAS JURÍDICAS ,SÍ,SÍ,1993 ,SÍ,1994 
199,0-39-6,2,UNIVERSIDAD ESTATAL DE SAN PETESBURGO ,SÍ,JURISTA , , , ,SÍ,1994 
200,0-39-7,1,UNIVERSIDAD NACIONAL DE TRUJILLO ,SÍ,INGENIERIA METALÚRGICA ,SÍ,SÍ,2013 ,SÍ,2015 
201,0-40-1,1,UNIVERSIDAD NACIONAL DE SAN ANTONIO ABAD DEL CUSCO ,SÍ,AGRONOMIA ,SÍ,SÍ,2002 ,SÍ,2004 
202,0-40-2,1, , , , , , , , 
203,0-40-3,1,UNIVERSIDAD NACIONAL DE SAN ANTONIO ABAD DEL CUSCO ,SÍ,ZOOTECNIA ,SÍ,SÍ,2001 ,SÍ,2016 
204,0-40-4,1,UNIVERSIDAD NACIONAL DE SAN ANTONIO ABAD DEL CUSCO ,SÍ,DERECHO Y CIENCIAS POLITICAS ,SÍ,SÍ,1988 ,SÍ,1993 
205,0-40-5,1,UNIVERSIDAD PERUANA CAYETANO HEREDIA ,SÍ,EDUCACION ,SÍ,SÍ,2009 ,SÍ,2009 
206,0-41-1,1,SAN LUIS GONZAGA DE ICA ,NO,TURISMO Y ARQUEOLOGIA ,NO,NO, , , 
207,0-41-2,1,SAN LUIS GONZAGA DE ICA ,SÍ,INGENIERIA MECANICA Y ELECTRICA ,SÍ,SÍ,1984 ,SÍ,1992 
208,0-41-3,1,SAN LUIS GONZAGA DE ICA ,SÍ,LICENCIADA ENFERMERA ,SÍ,SÍ,1998 ,SÍ,1998 
209,0-41-4,1, , , , , , , , 
210,0-42-1,1,UNIVERSIDAD PRIVADA ANTENOR ORREGO ,SÍ,INGENIERÍA DE COMPUTACIÓN Y SISTEMAS ,SÍ,SÍ,2007 ,SÍ,2011 
211,0-42-2,1,UNIVERSIDAD NACIONAL DE TUMBES ,SÍ,CIENCIAS ECONOMICAS - CONTABILIDAD ,SÍ,SÍ,1992 ,SÍ,1999 
212,0-42-2,2,UNIVERSIDAD NACIONAL DE PIURA ,SÍ,CIENCIAS SOCIALES Y EDUCACION ,SÍ,SÍ,2006 ,NO, 
213,0-43-1,1,UNIVERSIDAD NACIONAL SAN CRISTOBAL DE HUAMANGA ,SÍ,DERECHO Y CIENCIAS POLITICAS ,SÍ,SÍ,2013 ,SÍ,2013 
214,0-43-1,2,UNIVERSIDAD NACIONAL SAN CRISTOBAL DE HUAMANGA ,SÍ,ARQUEOLOGÍA E HISTORIA ,SÍ,SÍ,2004 ,SÍ,2009 
215,0-43-2,1,UNIVERSIDAD NACIONAL SAN CRISTOBAL DE HUAMANGA ,SÍ,FARMACIA Y BIOQUIMICA ,SÍ,SÍ,2005 ,SÍ,2007 
216,0-43-2,2,UNIVERSIDAD ESAN ,NO,ADMINISTRACION DE EMPRESAS ,NO,NO, ,NO, 
217,0-43-3,1,UNIVERSIDAD NACIONAL SAN CRISTOBAL DE HUAMANGA ,SÍ,INGENERIA AGROINDUSTRIAL ,SÍ,SÍ,2018 ,NO, 
218,0-44-1,1, , , , , , , , 
219,0-44-2,1,UNIVERSIDAD DE SAN MARTIN DE PORRES ,SÍ,OBSTETRICIA ,SÍ,SÍ, ,SÍ,1990 
220,0-44-3,1,UNIVERSIDAD CATOLICA LOS ANGELES DE CHIMBOTE ,SÍ,DERECHO Y CIENCIAS POLÍTICAS ,SÍ,SÍ,2009 ,SÍ,2009 
221,0-44-4,1,UNIVERSIDAD NACIONAL FEDERICO VILLAREAL ,SÍ,INGENIERA ACUICOLA ,SÍ,SÍ,2018 , , 
222,0-44-5,1,UNIVERSIDAD ALAS PERUANAS ,NO,INGENIERÍA INDUSTRIAL , , , , , 
223,0-45-1,1,UNIVERSIDAD NACIONAL DE UCAYALI ,SÍ,DERECHO Y CIENCIAS POLÍTICAS ,SÍ,SÍ,2008 ,SÍ,2012 
224,0-45-2,1,UNIVERSIDAD NACIONAL AGRARIA DE LA SELVA UNAS ,SÍ,INGENIERÍA EN RECURSOS NATURALES RENOVABLES ,SÍ,SÍ,2004 ,SÍ,2008 
225,0-45-3,1,UNIVERSIDAD NACIONAL DE UCAYALI ,SÍ,CIENCIAS AGROPECUARIAS - AGRONOMIA ,SÍ,SÍ,2018 ,NO, 
226,0-46-1,1,UNIVERSIDAD NACIONAL DEL ALTIPLANO ,SÍ, ,SÍ,SÍ,1995 ,SÍ,1996 
227,0-46-2,1,UNIVERSIDAD NACIONAL DEL ALTIPLANO PUNO ,SÍ,DERECHO (ABOGADO) ,SÍ,SÍ,2002 ,SÍ,2003 
228,0-46-3,1,UNIVERSIDAD ANDINA NESTOR CACERES VELASQUEZ ,SÍ,CARRERA ACADÉMICA PROFESIONAL DE OBSTETRICIA ,SÍ,SÍ,2007 ,SÍ,2010 
229,0-46-4,1,UNIVERSIDAD NACIONAL SAN ANTONIO ABAD DEL CUSCO ,SÍ,ANTROPOLOGÍA ,SÍ,SÍ,1992 ,SÍ,2005 
230,0-46-5,1,UNIVERSIDAD NACIONAL DEL ALTIPLANO ,SÍ,CIENCIAS DE LA COMUNICACIÓN SOCIAL ,SÍ,SÍ,2013 ,SÍ,2014 
231,0-47-1,1,UNIVERSIDAD DE HUANUCO ,SÍ,DERECHO Y CIENCIAS POLITICAS ,SÍ,SÍ,2006 ,SÍ,2008 
232,0-47-2,1,UNIVERSIDAD NACIONAL HERMILIO VALDIZAN ,NO,CIENCIAS ECONOMICAS ,NO,NO, ,NO, 
233,0-47-3,1,UNIVERSIDAD NACIONAL HERMILIO VALDIZAN ,SÍ,ADMINISTRACION DE EMPRESAS ,SÍ,SÍ,2002 ,SÍ,2003 
234,0-48-1,1,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU ,SÍ,INGENIERÍA INDUSTRIAL ,SÍ,SÍ,2012 ,SÍ,2012 
235,0-48-1,2,UNIVERSIDAD CESAR VALLEJO ,NO,INGENIERIA CIVIL ,NO,NO, ,NO, 
236,0-48-2,1,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS ,SÍ,ANTROPOLOGÍA ,SÍ,SÍ,2007 ,SÍ,2012 
237,0-48-2,2,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS ,NO,BIOLOGÍA ,NO,NO, ,NO, 
238,0-48-3,1,UNIVERSIDAD CIENTÍFICA DEL PERÚ ,SÍ,DERECHO Y CIENCIAS POLÍTICAS ,SÍ,SÍ,2018 ,NO, 
239,0-48-4,1,UNIVERSIDAD NACIONAL PEDRO RUIZ GALLO ,SÍ,EDUCACIÓN ,SÍ,SÍ,2008 ,SÍ,2009 
240,0-49-1,1,UNIVERSIDAD NACIONAL DE TUMBES ,SÍ,INGENERIA AGRARIA ,SÍ,SÍ,2011 ,SÍ,2012 
241,0-50-1,1, , , , , , , , 
242,0-50-2,1, , , , , , , , 
243,0-50-3,1, , , , , , , , 
244,0-51-1,1,UNIVERSIDAD NACIONAL DE CAJAMARCA ,SÍ,OBSTETRA ,SÍ,SÍ,1997 ,SÍ,1998 
245,0-51-1,2,UNIVERSIDAD NACIONAL DE CAJAMARCA ,SÍ,OBSTETRA ,SÍ,SÍ,1997 ,SÍ,1998 
246,0-51-2,1,UNIVERSIDAD NACIONAL DE TRUJILLO ,SÍ,FISICA ,SÍ,SÍ,1996 ,SÍ,1998 
247,0-51-3,1, , , , , , , , 
248,0-52-1,1,UNIVERSIDAD MAYOR DE SAN MARCOS ,SÍ,FACULTAD DE MEDICINA ,SÍ,SÍ,1976 ,SÍ,1976 
249,0-52-2,1,UNIVERSIDAD NACIONAL SAN CRISTOBAL DE HUAMANGA ,NO,TRABAJO SOCIAL ,NO,NO, , , 
250,0-53-1,1,UNIVERSIDAD NACIONAL DANIEL ALCIDES CARRIÓN ,SÍ,ADMINISTRACIÓN DE EMPRESAS ,SÍ,SÍ,2015 ,SÍ,2017 
251,0-53-2,1, , , , , , , , 
252,0-53-3,1,UNIVERSIDAD NACIONAL DANIEL ALCIDES CARRIÓN ,SÍ,CIENCIAS DE LA COMUNICACIÓN ,SÍ,SÍ,2015 ,SÍ,2016 
253,0-54-1,1,UNIVERSIDAD CATÓLICA DE SANTA MARÍA ,SÍ,DERECHO ,SÍ,SÍ,1992 ,SÍ,1995 
254,0-54-1,2,UNIVERSIDAD NACIONAL DE SAN AGUSTÍN DE AREQUIPA ,NO,LITERATURA Y LENGUA ,NO,NO, ,NO, 
255,0-54-4,1,UNIVERSIDAD NACIONAL DE SAN AGUSTÍN DE AREQUIPA ,SÍ,ARQUITECTURA ,SÍ,SÍ,2002 ,SÍ,2006 
256,0-54-5,1,UNIVERSIDAD NACIONAL DE SAN AGUSTÍN DE AREQUIPA ,SÍ,DERECHO Y CIENCIAS POLÍTICAS ,SÍ,SÍ,1976 ,SÍ,1977 
257,0-54-6,1, , , , , , , , 
258,0-55-3,1, , , , , , , , 
259,0-55-4,1, , , , , , , , 
260,0-56-1,1, , , , , , , , 
261,0-56-2,1,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA ,SÍ,CIENCIAS BIOLOGICAS ,SÍ,SÍ,2011 ,SÍ,2014 
262,0-57-2,1,UNIVERSIDAD NACIONAL DE TUMBES ,SÍ,OBSTETRICIA ,SÍ,SÍ,2018 ,SÍ,2018 
263,0-57-3,1,UNIVERSIDAD NACIONAL DE TUMBES ,SÍ,DERECHO ,SÍ,SÍ,2017 ,SÍ,2019 
264,0-57-3,2,SAN PEDRO ,SÍ,LICENCIADO EN EDUCACION ,SÍ,SÍ,2007 ,SÍ,2007 
265,0-58-1,1,UNIVERSIDAD NACIONAL HERMILIO VALDIZAN DE HUANUCO ,SÍ,DOCTOR EN CIENCIAS DE LA EDUCACION ,SÍ,SÍ,2013 ,SÍ, 
266,0-58-2,1,HERMILIO VALDIZAN ,SÍ,EDUCACION ,SÍ,SÍ,2011 ,NO, 
267,0-58-3,1,HERMILIO VALDIZAN ,NO,FILOSOFIA PSICOLOGÍA Y CIENCIAS SOCIALES , , , , , 
268,0-59-2,1,UNIVERSIDAD ALAS PERUANAS ,SÍ,LICENCIADO EN COMPUTACIÓN E INFORMÁTICA ,SÍ,SÍ,2011 ,NO, 
269,0-59-3,1,UNIVERSIDAD PARTICULAR ALAS PERUANAS ,SÍ,ABOGADO ,SÍ,SÍ,2010 ,SÍ,2011 
270,0-60-1,1,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA ,SÍ,INGENIERIA FORESTAL ,SÍ,SÍ,2004 ,SÍ,2007 
271,0-60-2,1,UNIVERSIDAD RICARDO PALMA ,SÍ,ARQUITECTURA Y URBANISMO ,SÍ,SÍ,2004 ,SÍ,2009 
272,0-60-3,1,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA ,NO,IDIOMAS EXTRANJEROS ,NO,NO, ,NO, 
273,0-60-4,1,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA ,SÍ,FARMACIA Y BIOQUIMICA ,SÍ,SÍ,2016 ,SÍ,2018 
274,0-61-2,1,INCA GARCILASO DE LA VEGA ,SÍ,CONTABILIDAD ,SÍ,SÍ,2012 ,NO, 
275,0-61-3,1,UNIVERSIDAD CIENTÍFICA DEL PERÚ ,NO,INGENIERA CIVIL ,NO,NO, ,NO, 
276,0-61-4,1, , , , , , , , 
277,0-62-1,1,"UNIVERSIDAD NACIONAL ""HERMILIO VALDIZÁN"" ",SÍ,DERECHO Y CIENCIAS POLÍTICAS ,SÍ,SÍ,1994 ,SÍ,1994 
278,0-63-1,1,UNIVERSIDAD JOSÉ CARLOS MARIÁTEGUI ,SÍ,DERECHO ,SÍ,SÍ,2019 ,NO, 
279,0-63-2,1,UNIVERSIDAD NACIONAL DE SAN AGUSTIN - AREQUIPA ,SÍ,MEDICO CIRUJANO ,SÍ,SÍ,1981 ,SÍ,1982 
280,0-63-3,1,UNIVERSIDAD NACIONAL DEL ALTIPLANO ,SÍ,INGENIERIA CIVIL ,SÍ,SÍ,2002 ,SÍ,2004 
281,0-63-4,1,UNIVERSIDAD NACIONAL DEL ALTIPLANO - PUNO ,SÍ,MEDICINA HUMANA ,SÍ,SÍ,2009 ,SÍ,2009 
282,0-63-5,1,UNIVERSIDAD NACIONAL DEL ALTIPLANO - PUNO ,SÍ,ARQUITECTURA Y URBANISMO ,SÍ,SÍ,2018 ,NO, 
283,0-63-5,2,UNIVERSIDAD NACIONAL DEL ALTIPLANO - PUNO ,SÍ,ARQUITECTURA Y URBANISMO ,SÍ,SÍ,2018 ,NO, 
284,0-64-1,1,UNIVERSIDAD NACIONAL DE LA AMAZONÍA PERUANA ,SÍ,ADMINISTRACIÓN ,SÍ,SÍ,1998 ,SÍ,1999 
285,0-64-2,1,UNIVERSIDAD NACIONAL DE LA AMAZONÍA PERUANA ,SÍ,EDUCACIÓN PRIMARIA ,SÍ,SÍ,2003 ,SÍ,2004 
286,0-64-3,1,UNIVERSIDAD JAIME BAUSATE Y MEZA ,SÍ,PERIODISMO ,SÍ,SÍ,2017 ,SÍ,2018 
287,0-64-3,2,UNIVERSIDAD MARCELINO CHAMPAGNAT ,SÍ,EDUCACIÓN ,SÍ,SÍ,2001 ,NO, 
288,0-64-4,1,UNIVERSIDAD NACIONAL DE LA PLATA (ARGENTINA) ,SÍ,ODONTOLOGÍA , , , ,SÍ,1981 
289,0-65-1,1, , , , , , , , 
290,0-65-2,1,CESAR VALLEJO ,SÍ,LICENCIADO EN CIENCIAS DE LA COMUNICACIÓN ,SÍ,SÍ,2014 ,SÍ,2017 
291,0-65-2,2, , , , , , , , 
292,0-65-4,1,UNIVERSIDAD PRIVADA CÉSAR VALLEJO ,SÍ,DERECHO ,SÍ,SÍ,2015 ,SÍ,2017 
293,0-65-5,1, , , , , , , , 
294,0-65-6,1, , , , , , , , 
295,0-65-7,1, , , , , , , , 
296,0-66-1,1,UNIVERSIDAD NACIONAL DE HUANCAVELICA ,SÍ,ADMINISTRACION ,SÍ,SÍ,2011 ,SÍ,2013 
297,0-66-2,1,UNMSM ,SÍ,EDUCACION ,SÍ,SÍ,2011 ,NO, 
298,0-66-3,1,UNIVERSIDAD NACIONAL DE HUANCAVELICA ,SÍ,CONTABILIDAD ,SÍ,SÍ,2010 ,SÍ,2012 
299,0-67-1,1,UNIVERSIDAD PERUANA LOS ANDES ,SÍ,MEDICINA HUMANA ,SÍ,SÍ,2003 ,SÍ,2003 
300,0-67-2,1,UNIVERSIDAD NACIONAL DEL CENTRO DEL PERU ,SÍ,LICENCIADO EN ENFERMERIA ,SÍ,SÍ, ,SÍ, 
301,0-67-3,1,NACIONAL DEL CENTRO DEL PERU ,SÍ,FACULTAD DE INGENIERÍA DE SISTEMAS ,SÍ,SÍ,2003 ,SÍ,2006 
302,0-67-4,1, , , , , , , , 
303,0-68-1,1,UNIVERSIDAD INCA GARCILAZO DE LA VEGA ,SÍ,INGENIERIA DE SISTEMAS Y COMPUTO ,SÍ,SÍ,2011 ,SÍ,2012 
304,0-68-2,1,UNIVERSIDAD ALAS PERUANAS ,SÍ,CONTABILIDAD ,SÍ,SÍ,2003 ,SÍ,2003 
305,0-68-3,1,ESCUELA DE PERIODISTA JAIME BAUSATE MESA ,NO,PERIODISMO , , , , , 
306,0-68-4,1,UNIVERSIDAD SAN LUIS GONZAGA DE ICA ,SÍ,DERECHO Y CIENCIAS POLITICAS ,SÍ,SÍ,2013 ,SÍ,2014 
307,0-69-1,1,UNIVERSIDAD PARTICULAR INCA GARCILASO DE LA VEGA ,SÍ,INGENIERÍA INDUSTRIAL ,SÍ,SÍ,2010 ,SÍ,2011 
308,0-69-2,1,UNIVERSIDAD NACIONAL SAN CRISTOBAL DE HUAMANGA ,SÍ,CIENCIAS DE LA EDUCACION ,SÍ,SÍ,2010 ,NO, 
309,0-69-3,1, , , , , , , , 
310,0-69-4,1, , , , , , , , 
311,0-70-1,1, , , , , , , , 
312,0-70-2,1,UNIVERSIDAD PRIVADA ANTENOR ORREGO ,SÍ,DERECHO ,SÍ,SÍ,2002 ,SÍ,2003 
313,0-70-3,1,UNIVERSIDAD PRIVADA SAN PEDRO ,SÍ,DERECHO ,SÍ,SÍ,2001 ,SÍ,2002 
314,0-70-5,1,SAN PEDRO ,SÍ,DERECHO ,SÍ,SÍ,2004 ,SÍ,2004 
315,0-71-1,1,UNIVERSIDAD NACIONAL PEDRO RUIZ GALLO ,SÍ,AGRONOMIA ,NO,NO, ,NO, 
316,0-71-2,1,UNIVERSIDAD NACIONAL PEDRO RUIZ GALLO ,SÍ,MEDICINA HUMANA ,SÍ,SÍ,1996 ,SÍ,1996 
317,0-71-5,1,UNIVERSIDAD TECNOLOGICA DEL PERU ,NO,CONTABILIDAD ,NO,NO, ,NO, 
318,0-72-1,1,JOSE CARLOS MARIATEGUI ,SÍ,INGENIERÍA DE SISTEMAS E INFORMÁTICA ,SÍ,SÍ,2014 ,SÍ,2015 
319,0-72-2,1,"""JOSE CARLOS MARIATEGUI"" ",SÍ,ENFERMERIA ,SÍ,SÍ,2009 ,SÍ,2009 
320,0-72-3,1,CATÓLICA DE SANTA MARÍA ,SÍ,COMUNICACIÓN SOCIAL ,SÍ,SÍ,2008 ,SÍ,2010 
321,0-74-1,1,UNIVERSIDAD NACIONAL DEL CALLAO ,SÍ,INGENIERIA INDUSTRIAL ,SÍ,SÍ,1999 ,SÍ,2001 
322,0-74-4,1, , , , , , , , 
323,0-75-1,1,ALAS PERUANAS ,NO,DERECHO ,NO,NO, ,NO, 
324,0-75-2,1, , , , , , , , 
325,0-75-3,1, , , , , , , , 
326,0-75-4,1,FEDERICO VILLAREAL ,SÍ,INGENIERIA INDUSTRIAL ,NO,NO, ,NO, 
327,0-75-5,1,UNIVERSIDAD NACIONAL DE SAN AGUSTIN ,SÍ,INGENIERAIA DE MATERIALES ,SÍ,SÍ,2016 ,SÍ,2018 
328,0-75-6,1, , , , , , , , 
329,0-76-2,1,UNIVERSIDAD NACIONAL PEDRO RUIZ GALLO ,SÍ,INGENIERO ZOOTECNISTA ,SÍ,SÍ, ,SÍ,1980 
330,0-76-3,1,UNIVERSIDAD DE PIURA ,SÍ,DERECHO ,SÍ,SÍ,2000 ,SÍ,2001 
331,0-76-5,1,UNIVERSIDAD NACIONAL PEDRO RUIZ GALLO ,SÍ,EDUCACIÓN ,SÍ,SÍ,2017 ,NO, 
332,0-77-1,1,UNIVERSIDAD PRIVADA DE TACNA ,SÍ,DERECHO ,SÍ,SÍ,2000 ,SÍ,2001 
333,0-77-2,1, , , , , , , , 
334,0-77-3,1,UNIVERSIDAD ALAS PERUANAS ,SÍ,TURISMO HOTELERÍA Y GASTRONOMÍA ,SÍ,SÍ,2019 ,NO, 
335,0-78-1,1,UNIVERSIDAD LOS ÁNGELES DE CHIMB ,NO,DERECHO Y CIENCIAS POLITICAS ,NO,NO, ,NO, 
336,0-78-2,1,UNIVERSIDAD CESAR VALLEJO ,SÍ,DERECHO ,SÍ,SÍ,2001 ,SÍ,2002 
337,0-78-3,1,UNIVERSIDAD ALAS PERUANAS ,NO,INGENIERIA CIVIL ,NO,NO, ,NO, 
338,0-79-2,1,UNIVERSIDAD PARTICULAR SAN MARTIN DE PORRES ,SÍ,EDUCACION ,SÍ,SÍ,1993 ,SÍ,1993 
339,0-79-3,1,UNIVERSIDAD DE LIMA ,SÍ,ABOGADO ,SÍ,SÍ,2004 ,SÍ,2004 
340,0-79-3,2,UNIVERSIDAD DE SAN MARTIN DE PORRES ,SÍ,RELACIONES INDUSTRIALES ,SÍ,SÍ,2004 ,SÍ,2012 
341,0-80-1,1,UNIVERSIDAD TECNOLOGICA LOS ANDES ,NO,AGRONOMIA ,NO,NO, ,NO, 
342,0-80-3,1,UNIVERSIDAD NACIONAL DEL CENTRO DEL PERU ,NO,PEDAGOGIA Y HUMANIDADES PRIMARIA ,NO,NO, ,NO, 
343,0-81-1,1, , , , , , , , 
344,0-81-2,1,UNI PRIVADA MARCELINO CHAMPAGNAT ,SÍ,EDUCACION ,SÍ,SÍ,2007 ,SÍ,2008 
345,0-81-2,2,ALAS PERUANAS ,NO,DERECHO Y CIENCIAS POLITICAS , , , , , 
346,0-81-3,1,INCA GARCILAZO DE LA VEGA ,SÍ,DERECHO Y CIENCIAS POLITICAS ,SÍ,SÍ,2009 ,SÍ,2010 
347,0-81-3,2,INCA GARZILASO DE LA VEGA ,SÍ,SOCIOLOGIA ,SÍ,SÍ,1983 ,NO, 
348,0-81-4,1,UNIVERSIDAD NACIONAL ENRIQUE GUZMAN Y VALLE ,SÍ, ,SÍ,SÍ,2009 ,SÍ,2013 
349,0-82-3,1, , , , , , , , 
350,0-83-2,1, , , , , , , , 
351,0-83-3,1,NACIONAL DEL SANTA ,SÍ,EDUCACION ,SÍ,SÍ,1998 ,SÍ,1998 
352,0-83-5,1, , , , , , , , 
353,0-84-1,1,"UNIVERSIDAD NACIONAL DE EDUCACIÓN ENRIQUE GUZMÁN Y VALLE "" LA CANTUTA"" ",SÍ,EDUCACION ,SÍ,SÍ,2000 ,SÍ,2005 
354,0-84-2,1,JOSE FAUSTINO SANCHEZ CARRION ,SÍ,EDUCACION ,SÍ,SÍ,2002 ,SÍ,2002 
355,0-84-3,1,UNIVERSIDAD NACIONAL FEDERICO VILLARREAL ,SÍ,LICENCIADO EN CIENCIA POLITICA ,SÍ,SÍ,2003 ,SÍ,2004 
356,0-84-4,1,UNIVERSIDAD CATÓLICA LOS ÁNGELES DE CHIMBOTE ,SÍ,DERECHO ,SÍ,SÍ,2014 ,SÍ,2014 
357,0-85-1,1,UNIVERSIDAD CATÓLICA SANTA MARÍA ,SÍ,DERECHO ,SÍ,SÍ,1992 ,SÍ,1993 
358,0-85-2,1,UNIVERSIDAD CATÓLICA SANTA MARÍA ,SÍ,DERECHO ,SÍ,SÍ,2016 ,SÍ,2018 
359,0-85-3,1,UNIVERSIDAD CATÓLICA SANTA MARIA ,SÍ,DERECHO ,SÍ,SÍ,2006 ,SÍ,2009 
360,0-85-4,1,UNIVERSIDAD NACIONAL DE SAN AGUSTIN ,SÍ,ADMINISTRACIÓN ,SÍ,SÍ,2015 ,NO, 
361,0-85-4,2,UNIVERSIDAD NACIONAL DE SAN AGUSTÍN ,SÍ,FISICA ,SÍ,SÍ,2007 ,NO, 
362,0-85-5,1, , , , , , , , 
363,0-85-6,1,UNIVERSIDAD NACIONAL DE SAN AGUSTÍN ,NO,INGENIERÍA GEOLÓGICA , , , , , 
364,0-86-2,1,UNIVERSIDAD ALAS PERUANAS ,SÍ,DERECHOS Y CIENCIAS POLITICAS ,NO,NO, ,NO, 
365,0-86-3,1,UNIVERSIDAD PRIVADA DE TACNA ,SÍ,INGENIERIA CIVIL ,SÍ,SÍ,2003 ,SÍ,2006 
366,0-87-1,1,UNIVERSIDAD NACIONAL DE TRUJILLO ,SÍ,CONTABILIDAD ,SÍ,SÍ,1986 ,SÍ,1987 
367,0-87-2,1,UNIVERSIDAD NACIONAL DE TRUJILLO ,SÍ,ECONOMÍA ,SÍ,SÍ,2001 ,SÍ,2007 
368,0-87-3,1,UNIVERSIDAD NACIONAL DE TRUJILLO ,SÍ,EDUCACIÓN PRIMARIA ,SÍ,SÍ,2004 ,SÍ,2004 
369,0-87-4,1,UNIVERSIDAD NACIONAL DE TRUJILLO ,SÍ,EDUCACIÓN SECUNDARIA ,SÍ,SÍ,2005 ,SÍ,2006 
370,0-87-5,1,UNIVERSIDAD NACIONAL DE TRUJILLO ,SÍ,INGENIERIA INDUSTRIAL ,SÍ,SÍ,2000 ,SÍ,2000 
371,0-87-6,1,UNIVERSIDAD NACIONAL DE TRUJILLO ,SÍ,INGENIERIA DE SISTEMAS ,SÍ,SÍ,2012 ,SÍ,2013 
372,0-87-7,1,UNIVERSIDAD NACIONAL DE TRUJILLO ,NO,ECONOMIA ,NO,NO, , , 
373,0-88-1,1,UNIVERSIDAD NACIONA AMAZONICA DE MADRE DE DIOS ,NO,INGENIERIA FORESTAL Y MEDIO AMBIENTE , , , , , 
374,0-88-2,1,UNIVERSIDAD NACIONAL AMAZONICA DE MADRE DE DIOS ,SÍ, , , , , , 
375,0-89-1,1,UNIVERSIDAD SAN MARTÍN DE PORRES ,SÍ,CIENCIAS ECONOMICAS ,SÍ,SÍ,2004 ,SÍ,2005 
376,0-89-2,1,UNIVERSIDAD NACIONAL TORIBIO RODRÍGUEZ DE MENDOZA DE AMAZONAS ,SÍ,INGENIERÍA AGROINDUSTRIAL ,SÍ,SÍ,2008 ,SÍ,2011 
377,0-89-3,1,UNIVERSIDAD PARTICULAR DE CHICLAYO ,SÍ,CONTABILIDAD ,SÍ,SÍ,2014 ,SÍ,2016 
378,0-90-2,1, , , , , , , , 
379,0-95-2,1,UNIVERSIDAD NACIONAL DE CAJAMARCA ,SÍ,EDUCACIÓN ,SÍ,SÍ,1999 ,SÍ,2005 
380,0-95-3,1,UNIVERSIDAD NACIONAL DE CAJAMARCA ,SÍ,CIENCIAS ECONÓMICAS CONTABLES Y ADMINISTRATIVAS ,SÍ,SÍ,2006 ,SÍ,2008 
381,0-95-4,1,UNIVERSIDAD NACIONAL DE CAJAMARCA ,SÍ, ,SÍ,SÍ,2016 ,NO, 
382,0-95-5,1,UNIVERSIDAD PARTICULAR SAN MARTÍN DE PORRES ,SÍ,ECONOMÍA ,SÍ,SÍ,1977 ,NO, 
383,0-95-5,2,UNIVERSIDAD NACIONAL DE TRUJILLO ,SÍ,DERECHO Y CIENCIAS POLÍTICAS ,SÍ,SÍ,1992 ,NO, 
384,0-95-6,1,UNIVERSIDAD PRIVADA DEL NORTE ,SÍ, ,SÍ,SÍ,2015 ,SÍ,2017 
385,0-96-1,1,"UNIVERSIDAD NACIONAL ""FEDERICO VILLARREAL"" ",SÍ,MEDICINA HUMANA ,SÍ,SÍ,1988 ,SÍ,1988 
386,0-96-1,2,"UNIVERSIDAD NACIONAL""FEDERICO VILLARREAL"" ",SÍ,MEDICINA HUMANA ESPECIALIZACIÓN , , , ,SÍ,1996 
387,0-96-2,1,UNIVERSIDAD PERUANA CAYETANO HEREDIA ,SÍ,ESTOMATOLOGIA ,SÍ,SÍ,1988 ,SÍ,1998 
388,0-96-3,1,UNIVERSIDAD PERUANA LOS ANDES ,SÍ,DERECHO Y CIENCIAS POLÍTICAS ,SÍ,SÍ,2004 ,SÍ,2005 
389,0-96-4,1, , , , , , , , 
390,0-97-2,1,UNIVERSIDAD DE SAN MARTIN DE PORRES ,NO,CIENCIAS DE LA COMUNICACION ,NO,NO, ,NO, 
391,0-97-2,2,UNIVERSIDAD DE SAN MARTIN DE PORRES ,NO,DERECHO ,NO,NO, ,NO, 
392,0-97-3,1,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS ,SÍ,DERECHO Y CIENCIAS POLITICAS ,SÍ,SÍ,1987 ,SÍ,1999 
393,0-97-4,1,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS ,NO,CONTABILIDAD ,NO,NO, ,NO, 
394,0-97-5,1,UNIVERSIDAD INCA GARCILAZO DE LA VEGA ,NO,CIENCIAS ADMINISTRATIVAS ,NO,NO, ,NO, 
395,0-97-6,1,UNIVERSIDAD DE LIMA ,SÍ,INGENIERÍA METALURGICA Y SIDERURGICA ,SÍ,SÍ,1996 ,NO, 
396,0-97-7,1,UNIVERSIDAD DE LIMA ,SÍ,DERECHO Y CIENCIAS POLITICAS ,SÍ,SÍ,2001 ,SÍ,2001 
397,0-97-7,2,ESAN ,SÍ,FINANZAS Y DERECHO EMPRESARIAL ,SÍ,SÍ,2002 ,NO, 
